reposo,esfuerzo,meditacion
-0.115128348,-0.025997061,0.014589899
-0.108761827,-0.446187413,0.006313423
-0.108761827,-0.554418261,0.001856858
-0.096028786,-0.624449986,0.003766814
-0.159693991,-0.586250863,0.008223379
-0.204259634,-0.611716945,-0.005146314
-0.172427032,-0.54168522,-0.005146314
-0.159693991,-0.522585658,-0.008329575
-0.204259634,-0.478020015,-0.001326402
-0.153327471,-0.471653495,0.001856858
-0.159693991,-0.433454372,0.004403466
-0.159693991,-0.40798829,0.015226551
-0.178793553,-0.350689605,0.022866376
-0.14696095,-0.261558319,0.02095642
-0.127861389,-0.223359196,0.02095642
-0.14696095,-0.210626155,0.012679943
-0.185160073,-0.159693991,0.015863203
-0.204259634,-0.134227909,0.011406639
-0.223359196,-0.153327471,0.015226551
-0.216992675,-0.14059443,0.010133335
-0.261558319,-0.127861389,0.012679943
-0.236092237,-0.121494868,0.017136507
-0.287024401,-0.108761827,0.015226551
-0.293390921,-0.102395307,0.013316595
-0.350689605,-0.102395307,0.014589899
-0.248825278,-0.108761827,0.009496683
-0.27429136,-0.102395307,0.001856858
-0.248825278,-0.102395307,0.001220206
-0.248825278,-0.089662266,-0.001326402
-0.255191798,-0.089662266,0.00249351
-0.261558319,-0.102395307,-0.003236358
-0.267924839,-0.076929225,0.003766814
-0.204259634,-0.102395307,0.008860031
-0.267924839,-0.064196184,-0.001963054
-0.267924839,-0.076929225,0.006950075
-0.331590044,-0.076929225,0.006950075
-0.369789167,-0.089662266,0.007586727
-0.337956564,-0.045096623,0.003766814
-0.299757442,-0.051463143,0.007586727
-0.261558319,-0.064196184,0.009496683
-0.312490483,-0.057829663,0.00249351
-0.27429136,-0.051463143,0.015863203
-0.299757442,-0.038730102,0.001220206
-0.299757442,-0.051463143,0.014589899
-0.178793553,-0.032363582,0.015226551
-0.331590044,-0.019630541,0.010133335
-0.382522208,-0.025997061,0.005040118
-0.369789167,-0.025997061,-0.007692922
-0.344323085,-0.025997061,0.008223379
-0.357056126,0.012202062,0.001220206
-0.446187413,-0.0068975,0.003130162
-0.54805174,-0.019630541,-5.31E-05
-0.579884343,0.018568582,-0.001963054
-0.554418261,0.005835541,-0.002599706
-0.598983904,0.012202062,-0.001326402
-0.516219138,0.044034664,0.001220206
-0.497119576,0.024935103,0.005040118
-0.376155687,0.050401185,0.007586727
-0.28065788,0.056767705,0.019683116
-0.127861389,0.101333348,0.008860031
-0.01326402,0.094966828,0.012043291
0.336894606,0.133165951,0.011406639
0.591555425,0.152265512,-0.008329575
0.782551039,0.190464635,0.008860031
0.782551039,0.190464635,0.016499855
0.737985396,0.190464635,0.013316595
0.413292852,0.215930717,0.014589899
-0.14696095,0.196831156,0.02413968
-0.478020015,0.171365074,0.031142852
-0.611716945,0.184098115,0.016499855
-0.770879957,0.177731594,0.026686288
-0.802712559,0.171365074,0.027959592
-0.866377764,0.152265512,0.019046464
-0.847278203,0.184098115,0.022229724
-0.828178641,0.139532471,0.012043291
-0.789979518,0.107699869,0.006950075
-0.745413875,0.107699869,0.012679943
-0.739047355,0.12679943,0.010133335
-0.713581273,0.094966828,0.003766814
-0.688115191,0.075867267,0.003766814
-0.649916068,0.088600307,0.001856858
-0.624449986,0.044034664,-0.001963054
-0.560784781,-0.000530979,0.00249351
-0.516219138,-0.045096623,-0.00387301
-0.516219138,-0.045096623,0.010769987
-0.503486097,-0.102395307,0.007586727
-0.484386535,-0.096028786,0.009496683
-0.484386535,-0.14059443,0.004403466
-0.484386535,-0.115128348,0.012679943
-0.503486097,-0.153327471,0.004403466
-0.535318699,-0.172427032,0.004403466
-0.484386535,-0.166060512,0.000583554
-0.458920454,-0.178793553,0.006313423
-0.554418261,-0.197893114,0.017136507
-0.554418261,-0.185160073,-0.002599706
-0.535318699,-0.210626155,-0.006419618
-0.522585658,-0.204259634,-0.005782966
-0.465286974,-0.216992675,-0.004509662
-0.586250863,-0.185160073,0.00249351
-0.509852617,-0.204259634,0.012679943
-0.503486097,-0.185160073,-0.010239531
