esfuerzo,Prueba,meditacion,reposo
0.133165951,,0.016499855,-0.102395307
0.139532471,,0.015226551,-0.108761827
0.088600307,,0.018409811,-0.096028786
0.101333348,,0.022866376,-0.057829663
0.107699869,,0.019683116,-0.070562704
0.133165951,,0.015863203,-0.051463143
0.145898992,,0.025412984,-0.064196184
0.152265512,,0.024776332,-0.064196184
0.145898992,,0.015226551,-0.038730102
0.152265512,,0.019046464,-0.025997061
0.133165951,,0.019046464,-0.038730102
0.082233787,,0.008860031,-0.032363582
0.069500746,,0.009496683,-0.051463143
0.101333348,,0.020319768,-0.076929225
0.075867267,,0.017136507,-0.045096623
0.075867267,,0.015226551,-0.000530979
0.075867267,,0.035599417,-0.019630541
0.056767705,,0.021593072,0.012202062
0.056767705,,0.025412984,0.018568582
0.050401185,,0.017136507,0.018568582
0.005835541,,0.011406639,0.012202062
-0.000530979,,0.013953247,0.037668144
-0.000530979,,0.014589899,0.044034664
-0.000530979,,0.022866376,0.050401185
-0.038730102,,0.022866376,0.037668144
-0.064196184,,0.008860031,0.063134226
-0.108761827,,0.019046464,0.037668144
-0.14696095,,0.010769987,0.037668144
-0.197893114,,0.007586727,0.063134226
-0.197893114,,0.014589899,0.088600307
-0.185160073,,0.022866376,0.075867267
-0.185160073,,0.020319768,0.075867267
-0.204259634,,0.016499855,0.088600307
-0.204259634,,0.019683116,0.114066389
-0.204259634,,0.02095642,0.069500746
-0.204259634,,0.015863203,0.024935103
-0.229725716,,0.028596244,0.031301623
-0.216992675,,0.026049636,0.037668144
-0.216992675,,0.031779504,0.050401185
-0.229725716,,0.031142852,0.044034664
-0.255191798,,0.029232896,0.037668144
-0.229725716,,0.015226551,0.069500746
-0.223359196,,0.02095642,0.037668144
-0.229725716,,0.019683116,-0.000530979
-0.223359196,,0.012679943,0.005835541
-0.204259634,,0.020319768,0.018568582
-0.204259634,,0.012679943,-0.019630541
-0.191526594,,0.022866376,-0.01326402
-0.197893114,,0.022229724,-0.025997061
-0.197893114,,0.020319768,-0.038730102
-0.172427032,,0.026686288,-0.070562704
-0.236092237,,0.02095642,-0.096028786
-0.248825278,,0.011406639,-0.102395307
-0.261558319,,0.015226551,-0.166060512
-0.261558319,,0.023503028,-0.153327471
-0.267924839,,0.020319768,-0.153327471
-0.248825278,,0.027959592,-0.166060512
-0.28065788,,0.022866376,-0.14696095
-0.248825278,,0.031142852,-0.197893114
-0.210626155,,0.031779504,-0.223359196
-0.178793553,,0.02413968,-0.216992675
-0.185160073,,0.017773159,-0.229725716
-0.178793553,,0.026686288,-0.248825278
-0.14696095,,0.025412984,-0.216992675
-0.14059443,,0.017773159,-0.261558319
-0.14059443,,0.011406639,-0.293390921
-0.096028786,,0.017136507,-0.306123962
-0.089662266,,0.026686288,-0.27429136
-0.108761827,,0.014589899,-0.248825278
-0.115128348,,0.02095642,-0.255191798
-0.14059443,,0.020319768,-0.28065788
-0.153327471,,0.015226551,-0.229725716
-0.134227909,,0.020319768,-0.242458757
-0.14696095,,0.017136507,-0.223359196
-0.153327471,,0.017773159,-0.28065788
-0.153327471,,0.028596244,-0.287024401
-0.191526594,,0.02732294,-0.306123962
-0.191526594,,0.017136507,-0.287024401
-0.210626155,,0.017136507,-0.223359196
-0.223359196,,0.017136507,-0.255191798
-0.236092237,,0.012679943,-0.267924839
-0.236092237,,0.02095642,-0.255191798
-0.242458757,,0.024776332,-0.28065788
-0.242458757,,0.02413968,-0.28065788
-0.229725716,,0.022229724,-0.242458757
-0.236092237,,0.014589899,-0.255191798
-0.255191798,,0.016499855,-0.204259634
-0.236092237,,0.014589899,-0.229725716
-0.229725716,,0.011406639,-0.248825278
-0.223359196,,0.013953247,-0.229725716
-0.255191798,,0.010133335,-0.229725716
-0.248825278,,0.005676771,-0.248825278
-0.261558319,,0.015226551,-0.236092237
-0.236092237,,0.017773159,-0.216992675
-0.229725716,,0.010769987,-0.248825278
-0.236092237,,0.02413968,-0.223359196
-0.242458757,,0.022866376,-0.287024401
-0.27429136,,0.023503028,-0.248825278
-0.255191798,,0.012679943,-0.210626155
-0.236092237,,0.015863203,-0.261558319
-0.236092237,,0.02413968,-0.191526594
-0.248825278,,0.012679943,-0.166060512
-0.293390921,,0.02095642,-0.153327471
-0.350689605,,0.012679943,-0.223359196
-0.40798829,,0.014589899,-0.153327471
-0.458920454,,0.018409811,-0.178793553
-0.516219138,,0.009496683,-0.197893114
-0.516219138,,0.010769987,-0.185160073
-0.535318699,,-5.31e-05,-0.216992675
-0.497119576,,0.012679943,-0.210626155
-0.401621769,,0.013953247,-0.185160073
-0.299757442,,0.003766814,-0.108761827
-0.166060512,,-5.31e-05,-0.102395307
0.063134226,,0.015226551,-0.089662266
0.432392413,,0.013316595,-0.064196184
0.553356302,,0.009496683,-0.134227909
0.597921946,,0.007586727,-0.089662266
0.667953671,,0.013953247,-0.102395307
0.515157179,,0.009496683,-0.083295745
-0.025997061,,0.014589899,-0.115128348
-0.446187413,,0.006313423,-0.108761827
-0.554418261,,0.001856858,-0.108761827
-0.624449986,,0.003766814,-0.096028786
-0.586250863,,0.008223379,-0.159693991
-0.611716945,,-0.005146314,-0.204259634
-0.54168522,,-0.005146314,-0.172427032
-0.522585658,,-0.008329575,-0.159693991
-0.478020015,,-0.001326402,-0.204259634
-0.471653495,,0.001856858,-0.153327471
-0.433454372,,0.004403466,-0.159693991
-0.40798829,,0.015226551,-0.159693991
-0.350689605,,0.022866376,-0.178793553
-0.261558319,,0.02095642,-0.14696095
-0.223359196,,0.02095642,-0.127861389
-0.210626155,,0.012679943,-0.14696095
-0.159693991,,0.015863203,-0.185160073
-0.134227909,,0.011406639,-0.204259634
-0.153327471,,0.015226551,-0.223359196
-0.14059443,,0.010133335,-0.216992675
-0.127861389,,0.012679943,-0.261558319
-0.121494868,,0.017136507,-0.236092237
-0.108761827,,0.015226551,-0.287024401
-0.102395307,,0.013316595,-0.293390921
-0.102395307,,0.014589899,-0.350689605
-0.108761827,,0.009496683,-0.248825278
-0.102395307,,0.001856858,-0.27429136
-0.102395307,,0.001220206,-0.248825278
-0.089662266,,-0.001326402,-0.248825278
-0.089662266,,0.00249351,-0.255191798
-0.102395307,,-0.003236358,-0.261558319
-0.076929225,,0.003766814,-0.267924839
-0.102395307,,0.008860031,-0.204259634
-0.064196184,,-0.001963054,-0.267924839
-0.076929225,,0.006950075,-0.267924839
-0.076929225,,0.006950075,-0.331590044
-0.089662266,,0.007586727,-0.369789167
-0.045096623,,0.003766814,-0.337956564
-0.051463143,,0.007586727,-0.299757442
-0.064196184,,0.009496683,-0.261558319
-0.057829663,,0.00249351,-0.312490483
-0.051463143,,0.015863203,-0.27429136
-0.038730102,,0.001220206,-0.299757442
-0.051463143,,0.014589899,-0.299757442
-0.032363582,,0.015226551,-0.178793553
-0.019630541,,0.010133335,-0.331590044
-0.025997061,,0.005040118,-0.382522208
-0.025997061,,-0.007692922,-0.369789167
-0.025997061,,0.008223379,-0.344323085
0.012202062,,0.001220206,-0.357056126
-0.0068975,,0.003130162,-0.446187413
-0.019630541,,-5.31e-05,-0.54805174
0.018568582,,-0.001963054,-0.579884343
0.005835541,,-0.002599706,-0.554418261
0.012202062,,-0.001326402,-0.598983904
0.044034664,,0.001220206,-0.516219138
0.024935103,,0.005040118,-0.497119576
0.050401185,,0.007586727,-0.376155687
0.056767705,,0.019683116,-0.28065788
0.101333348,,0.008860031,-0.127861389
0.094966828,,0.012043291,-0.01326402
0.133165951,,0.011406639,0.336894606
0.152265512,,-0.008329575,0.591555425
0.190464635,,0.008860031,0.782551039
0.190464635,,0.016499855,0.782551039
0.190464635,,0.013316595,0.737985396
0.215930717,,0.014589899,0.413292852
0.196831156,,0.02413968,-0.14696095
0.171365074,,0.031142852,-0.478020015
0.184098115,,0.016499855,-0.611716945
0.177731594,,0.026686288,-0.770879957
0.171365074,,0.027959592,-0.802712559
0.152265512,,0.019046464,-0.866377764
0.184098115,,0.022229724,-0.847278203
0.139532471,,0.012043291,-0.828178641
0.107699869,,0.006950075,-0.789979518
0.107699869,,0.012679943,-0.745413875
0.12679943,,0.010133335,-0.739047355
0.094966828,,0.003766814,-0.713581273
0.075867267,,0.003766814,-0.688115191
0.088600307,,0.001856858,-0.649916068
0.044034664,,-0.001963054,-0.624449986
-0.000530979,,0.00249351,-0.560784781
-0.045096623,,-0.00387301,-0.516219138
-0.045096623,,0.010769987,-0.516219138
-0.102395307,,0.007586727,-0.503486097
-0.096028786,,0.009496683,-0.484386535
-0.14059443,,0.004403466,-0.484386535
-0.115128348,,0.012679943,-0.484386535
-0.153327471,,0.004403466,-0.503486097
-0.172427032,,0.004403466,-0.535318699
-0.166060512,,0.000583554,-0.484386535
-0.178793553,,0.006313423,-0.458920454
-0.197893114,,0.017136507,-0.554418261
-0.185160073,,-0.002599706,-0.554418261
-0.210626155,,-0.006419618,-0.535318699
-0.204259634,,-0.005782966,-0.522585658
-0.216992675,,-0.004509662,-0.465286974
-0.185160073,,0.00249351,-0.586250863
-0.204259634,,0.012679943,-0.509852617
-0.185160073,,-0.010239531,-0.503486097
